URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER ARTICLE,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,109,85,0.12371133956849825,0.2070437564492596,12.493333333333334,0.4119530416221985,5.162114549982213,12,386,1815,2267,0,8
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,79,59,0.14492753518168452,0.260377357999288,6.708860759493671,0.33773584905660375,2.81863864342011,6,179,1444,1154,1,7
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,106,82,0.12765957378904483,0.23857867990028087,9.380952380952381,0.4200507614213198,3.920401256949481,9,331,1719,1930,1,8
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,103,52,0.3290322559417274,0.2487961472732004,6.846153846153846,0.3274478330658106,2.8694406716878627,6,204,1605,1334,0,7
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,92,47,0.32374100486517265,0.19605077546396224,9.328947368421053,0.3751763046544429,3.881649469230199,9,266,1761,1608,4,7
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,73,44,0.2478632457447586,0.23684210478372045,8.981818181818182,0.354251012145749,3.7344276775855727,8,175,1279,1110,8,7
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,32,26,0.10344827407847804,0.19269102926016268,6.840909090909091,0.3554817275747508,2.878556327393537,6,107,745,684,0,7
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,37,29,0.12121211937557395,0.233215546879097,8.085714285714285,0.2826855123674912,3.347359919232711,8,80,729,576,0,7
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,116,76,0.2083333322482639,0.20983606534444146,11.4375,0.35628415300546445,4.717513661202186,11,326,2226,2059,6,7
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,86,97,-0.060109289289020276,0.2008781556521645,10.122222222222222,0.30735455543358947,4.1718307110623245,10,280,2012,1975,1,7
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,70,35,0.3333333301587302,0.19480519444377514,9.456140350877194,0.4452690166975881,3.960563747029913,9,240,1184,1336,2,8
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,65,38,0.26213591978508816,0.1775862065903686,7.25,0.33275862068965517,3.0331034482758623,7,193,1261,1223,1,7
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,95,55,0.2666666648888889,0.25862068920927467,9.666666666666666,0.3603448275862069,4.010804597701149,9,209,1682,1377,11,8
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,87,60,0.18367346813827573,0.21973094137558902,8.3625,0.36771300448430494,3.4920852017937225,8,246,1595,1523,0,7
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,35,22,0.2280701714373654,0.24255319045722046,11.19047619047619,0.4425531914893617,4.653211752786221,11,104,504,589,0,8
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,118,57,0.34857142657959184,0.2897350988580545,75.5,0.3791390728476821,30.351655629139074,75,229,1858,1401,1,8
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,43,30,0.17808218934133987,0.2218844978058222,7.311111111111111,0.3981762917933131,3.08371496116177,7,131,759,742,0,7
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,35,23,0.20689654815695607,0.1762917927772286,8.225,0.45288753799392095,3.471155015197568,8,149,712,831,1,8
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1,11,-0.8333332638888947,0.173913040957782,11.5,0.4492753623188406,4.779710144927536,11,31,174,174,0,8
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,66,90,-0.15384615285996056,0.2653061219977787,10.690909090909091,0.35714285714285715,4.41922077922078,10,210,1392,1307,0,8
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,39,31,0.11428571265306126,0.22012578547130257,11.357142857142858,0.3553459119496855,4.6849955076370176,11,113,722,717,1,7
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,134,58,0.3958333312717014,0.2580645157821714,6.825688073394495,0.3709677419354839,2.878662326131992,6,276,1922,1658,1,7
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,51,17,0.49999999264705897,0.2274247484032617,6.953488372093023,0.35785953177257523,2.9245391615462397,6,107,654,697,1,8
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,21,5,0.6153845917159773,0.1645569609838167,9.875,0.3037974683544304,4.071518987341772,9,48,378,322,0,7
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,33,16,0.3469387684298211,0.15312499952148437,9.411764705882353,0.290625,3.8809558823529415,9,93,824,667,3,7
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,39,23,0.25806451196670144,0.27192982336872884,12.0,0.45614035087719296,4.982456140350878,12,104,483,550,0,8
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,31,14,0.37777776938271623,0.3214285691326531,5.185185185185185,0.36428571428571427,2.21978835978836,5,51,382,341,0,8
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,15,3,0.6666666296296316,0.2571428534693878,7.0,0.44285714285714284,2.9771428571428573,7,31,153,180,0,8
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,50,58,-0.07407407338820303,0.36120401216988623,5.4363636363636365,0.3076923076923077,2.297622377622378,5,92,842,608,6,7
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,10,8,0.11111110493827195,0.2857142811791384,7.0,0.23809523809523808,2.8952380952380956,7,15,175,131,0,7
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,63,37,0.2599999974,0.2941176461937716,10.96774193548387,0.38235294117647056,4.540037950664137,10,130,683,806,0,8
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,6,9,-0.19999998666666757,0.24590163531308795,12.2,0.2459016393442623,4.978360655737705,12,15,149,115,0,7
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,16,24,-0.19999999500000012,0.3333333305555556,5.714285714285714,0.35833333333333334,2.429047619047619,5,43,376,265,1,7
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,76,106,-0.1648351639294771,0.24331550769610227,10.246575342465754,0.46657754010695185,4.285261153029082,10,349,1769,1839,0,8
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,109,60,0.28994082668674065,0.2779605258586176,8.941176470588236,0.3404605263157895,3.7126547987616103,8,207,1767,1333,3,7
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,68,48,0.1724137916171225,0.1853035140809848,7.728395061728395,0.30990415335463256,3.215319686033211,7,194,1477,1299,2,7
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,48,21,0.39130434215500953,0.22115384544501973,5.114754098360656,0.358974358974359,2.189491382934006,5,112,874,684,1,7
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,59,26,0.38823528955017306,0.17171717137026835,7.615384615384615,0.32727272727272727,3.177062937062937,7,162,1475,1031,1,7
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,43,15,0.48275861236623085,0.36477987191962347,9.9375,0.44654088050314467,4.153616352201258,9,71,478,366,0,7
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,98,49,0.3333333310657597,0.19811320728017087,10.753623188405797,0.36792452830188677,4.448619086683073,10,273,1633,1694,1,7
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,36,86,-0.4098360622144585,0.31043256918464995,5.171052631578948,0.2748091603053435,2.1783447167537164,5,108,1034,796,6,7
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,78,53,0.190839693199697,0.3350383623144799,5.144736842105263,0.23017902813299232,2.1499663480953024,5,90,1155,767,0,7
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,34,44,-0.12820512656147273,0.18266978879936818,9.930232558139535,0.2646370023419204,4.077947824192583,9,113,1055,825,2,7
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,48,55,-0.06796116438872656,0.21106557333798037,8.133333333333333,0.4139344262295082,3.4189071038251364,8,202,1129,1191,3,8
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,35,95,-0.46153845798816573,0.32098765352842556,5.625,0.27901234567901234,2.361604938271605,5,113,1058,826,6,7
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,37,22,0.25423728382648675,0.22348484763831497,9.10344827586207,0.3484848484848485,3.780773249738767,9,92,689,563,0,7
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,15,14,0.034482757431629055,0.2543859626808249,10.363636363636363,0.35964912280701755,4.2893141945773525,10,41,294,265,0,8
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,40,32,0.11111110956790125,0.21621621556691828,13.875,0.3633633633633634,5.695345345345346,13,121,745,770,0,8
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,43,54,-0.1134020606865767,0.193999999612,8.928571428571429,0.366,3.7178285714285715,8,183,1248,1104,0,7
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,43,262,-0.71803278453104,0.13958810062261415,11.262886597938145,0.1826086956521739,4.578198117436128,11,399,3662,3812,0,6
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,60,89,-0.19463087117697403,0.20723226674932926,8.768292682926829,0.33240611961057026,3.64027952101496,8,239,1768,1599,1,7
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,75,79,-0.025974025805363468,0.2118294357471397,12.322033898305085,0.4030261348005502,5.090024013242254,12,293,1513,1730,0,8
91,https://insights.blackcoffer.com/human-rights-outlook/,9,3,0.4999999583333368,0.22222221810699597,7.714285714285714,0.3148148148148148,3.2116402116402116,7,17,146,108,0,7
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,46,24,0.31428570979591847,0.20467836197462466,9.0,0.30701754385964913,3.7228070175438597,9,105,895,694,1,7
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,69,46,0.1999999982608696,0.17611026006721248,5.487394957983193,0.4318529862174579,2.3676991776802607,5,282,1834,1533,1,8
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,82,52,0.22388059534417468,0.18356164358416213,8.11111111111111,0.3424657534246575,3.381430745814307,8,250,1745,1581,1,7
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,45,41,0.04651162736614387,0.2092457415833437,8.934782608695652,0.35766423357664234,3.716978736908918,8,147,1071,937,0,7
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,61,65,-0.03174603149407912,0.14982164072553908,14.016666666666667,0.3626634958382878,5.751732065001982,14,305,1746,1954,0,8
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,42,58,-0.1599999984,0.2469135796372504,8.4375,0.36049382716049383,3.519197530864197,8,146,965,934,2,8
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,56,79,-0.17037036910836764,0.31105990711737347,5.945205479452055,0.3686635944700461,2.5255476295688406,5,160,1211,978,11,7
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,49,52,-0.029702970002940893,0.2499999993811881,10.91891891891892,0.4158415841584158,4.533904201230935,10,168,1097,977,0,8
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,43,44,-0.01149425274144537,0.12737920918392504,12.196428571428571,0.2957540263543192,4.996873039113156,12,202,1238,1425,1,7
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,10,4,0.42857139795918586,0.19999999714285718,7.0,0.2571428571428571,2.902857142857143,7,18,189,132,0,6
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,48,63,-0.1351351339177015,0.24235807807345397,7.762711864406779,0.3034934497816594,3.2264821256753757,7,139,1125,958,2,7
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,26,34,-0.13333333111111115,0.19999999933333334,8.823529411764707,0.28,3.6414117647058823,8,84,636,616,0,7
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,52,70,-0.14754098239720506,0.23597678871184374,10.34,0.40618955512572535,4.298475822050291,10,210,1135,1245,2,8
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,68,46,0.19298245444752232,0.3294797678338735,9.35135135135135,0.315028901734104,3.8665521012341824,9,109,1108,723,2,7
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,3,8,-0.4545454132231443,0.17460317183169569,12.6,0.36507936507936506,5.186031746031746,12,23,138,142,0,8
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,18,16,0.05882352768166096,0.14977973502299677,8.407407407407407,0.2643171806167401,3.4686898352096587,8,60,551,459,3,7
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,65,61,0.03174603149407912,0.31421446305682177,13.366666666666667,0.371571072319202,5.495295095594348,13,149,949,929,0,8
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,36,25,0.1803278658962645,0.2877358476993592,7.066666666666666,0.2358490566037736,2.921006289308176,7,50,726,399,10,6
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,25,49,-0.32432431994156324,0.15040650375933637,10.695652173913043,0.31910569105691056,4.405903145987981,10,157,1065,1025,0,7
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,31,50,-0.23456789833866792,0.19518072242125128,7.980769230769231,0.39759036144578314,3.351343836886006,7,165,1028,997,0,8
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,53,58,-0.04504504463923383,0.23417721469582867,9.115384615384615,0.34810126582278483,3.78539435248296,9,165,1035,1061,2,8
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,34,45,-0.13924050456657588,0.24610591823643016,9.441176470588236,0.3644859813084112,3.9222649807586585,9,117,810,750,3,7
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,88,58,0.20547945064740103,0.22848200277232864,9.26086956521739,0.3114241001564945,3.8289174661495546,9,199,1600,1368,2,7
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,56,65,-0.0743801646745441,0.1571428569387755,12.833333333333334,0.3116883116883117,5.2580086580086585,12,240,1558,1643,2,7
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,44,33,0.14285714100185531,0.2916666655618687,26.4,0.24242424242424243,10.656969696969696,26,64,885,508,11,7
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,97,94,0.015706806200487925,0.2423857864944343,11.93939393939394,0.34390862944162437,4.913321027534226,11,271,1767,1726,4,7
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,64,69,-0.03759398467974448,0.3243902431112433,5.324675324675325,0.26097560975609757,2.234260373772569,5,107,1265,827,1,7
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,19,23,-0.0952380929705216,0.23863636228047522,11.733333333333333,0.39204545454545453,4.8501515151515155,11,69,341,428,0,8
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,80,107,-0.14438502596585548,0.17171717155948835,12.517241379310345,0.33241505968778695,5.139862575599253,12,362,2207,2353,6,7
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,68,85,-0.1111111103848947,0.3377483436252796,7.190476190476191,0.3090507726269316,2.999810785241249,7,140,1617,927,18,7
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,54,82,-0.20588235142733566,0.17171717150035712,9.31764705882353,0.29419191919191917,3.8447355912061796,9,233,1785,1679,5,7
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,82,95,-0.07344632726866482,0.2366310157264291,9.973333333333333,0.3342245989304813,4.123023172905525,9,250,1847,1663,4,7
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,45,45,0.0,0.19867549625016448,9.244897959183673,0.31125827814569534,3.8224624949317474,9,141,1044,952,2,7
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,118,51,0.39644970179615563,0.20812807856141863,12.88888888888889,0.4211822660098522,5.324028461959497,12,342,1872,1936,0,8
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,32,28,0.06666666555555557,0.16759776489497832,11.1875,0.3268156424581006,4.605726256983241,11,117,865,789,1,7
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,81,99,-0.09999999944444445,0.31304347771644614,10.454545454545455,0.3773913043478261,4.3327747035573125,10,217,1365,1328,2,7
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,16,18,-0.05882352768166096,0.3119266026428752,7.266666666666667,0.3944954128440367,3.0644648318042815,7,43,297,242,2,7
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,4,21,-0.679999972800001,0.10917030520012967,10.904761904761905,0.33624454148471616,4.496402578498649,10,77,483,509,1,7
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,72,80,-0.05263157860110804,0.19562419537242703,15.857142857142858,0.3281853281853282,6.474131274131274,15,255,1779,1748,0,7
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,143,58,0.4228855700353952,0.25507614180827903,11.257142857142858,0.36928934010152287,4.650572878897752,11,291,1713,1814,0,8
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,63,45,0.16666666512345682,0.16874999973632812,10.847457627118644,0.346875,4.4777330508474575,10,222,1434,1460,1,7
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,41,35,0.07894736738227148,0.21902017227948078,12.851851851851851,0.46397694524495675,5.326331518838724,12,161,687,875,0,8
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,22,20,0.0476190464852608,0.25766871007565206,12.538461538461538,0.3312883435582822,5.147899952807929,12,54,327,369,0,8
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,6,16,-0.4545454338842984,0.23913043218336488,6.571428571428571,0.2391304347826087,2.724223602484472,6,22,334,181,5,6
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,15,20,-0.14285713877551032,0.22727272579693036,7.7,0.3246753246753247,3.20987012987013,7,50,396,355,3,7
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5,6,-0.09090908264462885,0.10091743026681257,15.571428571428571,0.3211009174311927,6.357011795543905,15,35,235,221,0,7
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,13,11,0.08333332986111125,0.23762376002352714,7.214285714285714,0.4158415841584158,3.0520509193776526,7,42,256,225,3,7
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,12,2,0.7142856632653098,0.1609195383802352,12.428571428571429,0.4367816091954023,5.1461412151067325,12,38,170,200,0,7
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,38,62,-0.23999999760000004,0.24330900184109733,10.81578947368421,0.29683698296836986,4.4450505826610325,10,122,955,884,0,7
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,23,21,0.04545454442148763,0.2543352586454609,11.533333333333333,0.28901734104046245,4.728940269749518,11,50,479,362,0,7
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,58,91,-0.22147650858069456,0.1808252424989985,11.135135135135135,0.38349514563106796,4.607452112306482,11,316,1873,1927,1,7
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,28,31,-0.050847456765297346,0.23790322484716442,7.294117647058823,0.36693548387096775,3.0644212523719165,7,91,607,583,1,7
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,https://insights.blackcoffer.com/blockchain-in-fintech/,28,21,0.14285713994169102,0.17073170672218918,8.696969696969697,0.3623693379790941,3.623735613979517,8,104,732,676,0,8
146,https://insights.blackcoffer.com/blockchain-for-payments/,40,42,-0.02439024360499703,0.19999999951219513,8.541666666666666,0.4,3.5766666666666667,8,164,901,961,6,8
147,https://insights.blackcoffer.com/the-future-of-investing/,73,45,0.23728813358230397,0.24686192416974492,9.755102040816327,0.38284518828451886,4.055178891640338,9,183,1125,1116,1,8
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,77,86,-0.055214723587639736,0.3058161345106639,8.2,0.3714821763602251,3.42859287054409,8,198,1151,1221,0,7
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,53,18,0.4929577395358065,0.2699619761598404,10.52,0.467680608365019,4.395072243346007,10,123,569,677,0,8
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,65,48,0.15044247654475684,0.25167037805864056,6.907692307692308,0.3830734966592428,2.9163063217406204,6,172,1030,1070,1,8
